,0
0,4.68479768297272
1,6.918873021967295
2,6.15224164596595
3,6.612160533420522
4,4.814109117677438
5,7.967369591300269
6,8.091080210293045
7,6.046991722182966
8,4.759903468028886
9,5.097012223669368
10,4.4044295160941225
11,4.858532874144013
12,7.764959766832785
13,7.601322035886256
14,5.294034375760145
15,6.688202526868187
16,7.617998632258094
17,8.43982896993436
18,7.113277058809251
19,7.596867526365761
20,8.388190260149917
21,7.970036088604973
22,5.744726932715148
23,9.235369801335011
24,8.864280045088043
25,8.219506107453746
26,6.579915288354101
27,6.231848376685905
28,7.882569880848764
29,7.474121138507529
30,8.87571159479384
31,4.643979955712762
32,7.518984224555301
33,8.390873842455441
34,8.96946025733083
35,4.853689386208831
36,7.99096401353521
37,7.172752177338805
38,8.892462144022979
39,7.956634929921906
40,7.414468141100072
41,3.8353845064958625
42,4.6401529548566955
43,7.16470687663946
44,4.266737684910839
45,7.620243267838499
46,9.304971415358846
47,6.336400795831233
48,5.846657103504828
49,4.546016522952597
50,8.42524035218235
51,5.684249651939987
52,6.207714717196214
53,5.916011217985148
54,6.874840416786105
55,7.980212033755849
56,9.27495023160513
57,7.671833087148197
58,4.726812542141927
59,5.446435674296762
60,7.306656469242871
61,7.356374427015606
62,6.595205829964818
63,6.10925056743915
64,7.3821239610719225
65,8.972183222218291
66,6.760733112391766
67,6.733750096838705
68,5.161309003779312
69,7.3311914181539475
70,6.0922745380868175
71,7.185604349073543
72,6.495997944653556
73,5.959723098536535
74,8.318777468370216
75,4.224165457148038
76,5.958125495921925
77,5.51242181328166
78,6.731131960018076
79,3.752686909349771
80,7.112852552037241
81,5.512359953495574
82,8.534817382463482
83,7.753307444690998
84,7.877168928971967
85,5.2828932984684815
86,7.729994341547138
87,6.482221952152256
88,8.814336057056487
89,6.582831277820679
90,8.309408682398159
91,6.928123351839899
92,8.62568522958412
93,6.630985670037898
94,8.195371226230609
95,6.97784704962573
96,6.870506188909862
97,7.867236136284022
98,3.1373795127542174
99,7.1316177091732555
100,9.308599807168395
101,5.756814345966109
102,7.156561609762201
103,8.675458536589737
104,5.372004055242082
105,4.045556235753174
106,7.484620801640554
107,7.849448690443094
108,8.640422020671279
109,9.265638100830483
110,7.70679974348742
111,6.473346706300272
112,3.4010004511298884
113,4.701684766074222
114,6.570528008790819
115,8.734347186912649
116,8.089983896756763
117,8.719231508244041
118,8.026240544479963
119,6.437439393202329
120,4.673755237116758
121,6.452553408177122
122,5.920417580237982
123,8.930979795821397
124,5.5907031579622375
125,4.99931590640093
126,8.214350716140917
127,8.467155434483848
128,5.052651710607496
129,4.109438105142571
130,6.14182082389116
131,7.075056215794651
132,7.942105609824078
133,5.467055068354446
134,8.127809318794418
135,7.445443205687651
136,8.24682429998314
137,8.422845429416167
138,7.668043969177615
139,5.710530952735634
140,6.011470944226144
141,8.04261888933357
142,6.096673545296247
143,8.81242903313759
144,8.574473460574673
145,5.343917861051808
146,9.472978969422917
147,8.608023187467648
148,7.085362851680298
149,6.8887725156344874
150,7.600255917522968
151,5.434478095292743
152,5.4876920084112415
153,5.0
154,8.218289341447578
155,5.685153951353353
156,6.510013762087441
157,7.078785966660687
158,6.2863009409450985
159,6.9019328991840005
160,7.823570863331668
161,5.446127535458286
162,8.035240271537132
163,8.719938866451505
